Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
GAHMIXAUEZAMRF-BUKGPZPNNA-N,CHEMBL1085113,3362,A,9.2,chembl20,635521,9606,HTR6,2105,C=1C=CC(S(=O)(=O)C=2C=CC3=C(CCCC3CNC(N)=O)C2)=CC1
GEORPUVVXOBYHO-UHFFFAOYNA-N,CHEMBL220566,3362,A,7.96,chembl20,424391,9606,HTR6,2105,C1=CC=C2N(S(C3=CC=CC=C3)(=O)=O)C=C(C2=C1OC)CCN(C)C
GCKDAWXMADDMLK-UHFFFAOYNA-N,23653062,3362,A,7.97062,pubchem,550898,9606,HTR6,2105,ClC1=CC=2C(N3CCN(CC3)CC)=CN(S(=O)(=O)C4=CC=C(F)C=C4)C2C=C1
GCNRQBFIMDIGDC-UHFFFAOYNA-N,CHEMBL1173210,3362,A,7.06,chembl20,642500,9606,HTR6,2105,N1=C(C=2SC=CC2N3C1=C(N=N3)S(C4=CC=CC=C4)(=O)=O)N5CCCC5
FRDVOZMDNOYFJK-UHFFFAOYNA-N,53303985,3362,A,9.12494,pubchem,1154619,9606,HTR6,2105,S(=O)(=O)(N1C2=C3C(CC4N(C3=CC=C2)CCNC4)=C1)C=5C=C(F)C=CC5
FSHPLEKGIFKMSX-FBMWCMRBNA-N,10171,3362,A,7.76955,pubchem,6513,9606,HTR6,2105,BrC=1NC=2C=3C1C[C@H]4N(CC(=CC4C3C=CC2)C(=O)N(CC)CC)C
FSQBPWLJULPEEW-UHFFFAOYNA-N,23655468,3362,A,8.22185,pubchem,303094,9606,HTR6,2105,ClC=1SC(S(=O)(=O)N2C=3C(C(=C2)CCN)=CC=CC3)=CC1
FUNLPOKPIPLUBX-UHFFFAOYNA-N,49864602,3362,A,6.19111,pubchem,501445,9606,HTR6,2105,S(=O)(=O)(N(C=1C=C(N2CCN(CC2)C)C=CC1)C(C)C)C3=CC=CC=C3
FUQPHANCZOHROJ-UHFFFAOYNA-N,CHEMBL196692,3362,A,8.7,chembl20,320876,9606,HTR6,2105,S(N1C=C(C2CNCCC2)C=3C1=CC=CC3)(C4=CC(Cl)=CC=C4)(=O)=O
FPVSFLULAWRZQM-UHFFFAOYNA-N,25263316,3362,A,7.03386,pubchem,353404,9606,HTR6,2105,O(C=1C(=C(C2CCNCC2)C=CC1)C)CC=3C=C(C=CC3)C
FQELGEQWCXYSFP-UHFFFAOYNA-N,CHEMBL1642431,3362,A,7.52,chembl20,699426,9606,HTR6,2105,C1=CC=C(C(S(N2C=C(N3CCN(CC3)C)C=4C=CC(=CC24)Cl)(=O)=O)=C1)Br
FQFPCYRWMBHEII-ICSRJNTNNA-N,CHEMBL1949677,3362,A,7.31,chembl20,804628,9606,HTR6,2105,O=S(C1=CC=C2[C@@H]3CCNC[C@@H]3OC2=C1)(=O)C4=CC(=CC(=C4)F)OC(C)C
FVGSGZBVVBKGCH-UHFFFAOYNA-N,CHEMBL154186,3362,A,7.7,chembl20,3647,9606,HTR6,2105,S(NC=1C=C(N(=O)=O)C=CC1C)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
FVKXOARNHRLXBY-UHFFFAOYNA-N,CHEMBL517828,3362,A,8.8,chembl20,535877,9606,HTR6,2105,C=1C=2N(C=CC2C=C3CCNCCC13)S(C4=CC=CC=C4)(=O)=O
FVRZWGAORLIRIZ-UHFFFAOYNA-N,CHEMBL1084614,3362,A,7.2,chembl20,634948,9606,HTR6,2105,N1(CCN(CC1)C2=CC(=CC=C2)OC)C(C3CN(C=4C3=CC=CC4)S(=O)(=O)C5=CC=C(C=6C5=CC=CC6)OC)=O
FTFCLURVGKMMQL-LILDFLRNNA-N,CHEMBL252673,3362,A,6.71,chembl20,461681,9606,HTR6,2105,C=1C(=CC2=C(C1Br)C(C(C3=CC=CC=C3)(C)C(=O)N2)=O)Br
FTMNLKKWJDOOJJ-UHFFFAOYNA-N,7470702,3362,A,5.72125,pubchem,492092,9606,HTR6,2105,S(=O)(=O)(C=1N=NN2C1N=C(N(CC)CC)C=3SC=CC23)C4=CC=C(C=C4)CC
FTRZMKVTSZPZLJ-ZTKZIYFRNA-N,73349123,3362,A,5.42022,pubchem,763806,9606,HTR6,2105,S(=O)(=O)(N1C(=C(C=2C1=CC=CC2)/C=N/N3CCN(CC3)C)C4=CC=CC=C4)C=5C=6OCCOC6C=CC5
FEQYLTXEIHJICQ-UHFFFAOYNA-N,CHEMBL482573,3362,A,6.9,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(OCC=2C=NC=CC2)C=CC1)N3CCNCC3
DAXBNFVWZYVXTC-PKSOQXRJNA-N,49836621,3362,A,8.3098,pubchem,537071,9606,HTR6,2105,S(=O)(=O)(C=1NN=C2C1C=C(N3CCN(CC3)C)C=C2)C4=CC=C(C=C4)C
DAXBNFVWZYVXTC-UYBDAZJANA-N,CHEMBL1276926,3362,A,8.31,chembl20,684952,9606,HTR6,2105,O=S(=O)(C1=NNC2=C1C=C(N3CCN(CC3)C)C=C2)C4=CC=C(C=C4)C
DAXDQRIJYKHPKB-UHFFFAOYNA-N,44435653,3362,A,8.49485,pubchem,300690,9606,HTR6,2105,ClC=1SC(S(=O)(=O)C2=CN(C3CCCN(C3)CC)C4=NC=CC=C42)=CC1
FQRIRCXYLMTNDU-UHFFFAOYNA-N,CHEMBL3289995,3362,A,8.8,chembl20,1366806,9606,HTR6,2105,S(=O)(=O)(NCCCN1CCC(CC1)C2=NOC=3C2=CC=C(C3)F)C4=CC(=C(C=C4)F)Cl
FIACVOPAQZIBSC-UHFFFAOYNA-N,44435646,3362,A,8.21467,pubchem,300690,9606,HTR6,2105,ClC1=CC(S(=O)(=O)C2=CN(C3CCCNC3)C4=NC=CC=C42)=CC(Cl)=C1
FIAWJDRPBNVBLL-SREBMQDQNA-N,CHEMBL2312638,3362,A,6.22,chembl20,935747,9606,HTR6,2105,C=1(C(N2CCN(CC2)CCCC=NS(O)(=O)C3=CC=CC=4C=CC=NC34)=CC=CC1Cl)Cl
FMMHFIJNISTTOF-UHFFFAOYNA-N,CHEMBL353552,3362,A,9.52,chembl20,3626,9606,HTR6,2105,S(N1C2=C(C(CN(C)C)CCC2)C=3C1=CC=C(OC)C3)(C4=CC(OC)=CC=C4OC)(=O)=O
GMGKSUSKKGJKNX-UHFFFAOYNA-N,CHEMBL154641,3362,A,8.6,chembl20,3647,9606,HTR6,2105,S(NC1=C(C(Br)=CC(=C1)Br)Br)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
GMRIJJMGOGNEBK-UHFFFAOYNA-N,CHEMBL346227,3362,A,7.6,chembl20,3647,9606,HTR6,2105,S(NC1=C(C(F)(F)F)C=C(C=C1)Cl)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
GMYGWDMDFAGPPB-UHFFFAOYNA-N,CHEMBL7220,3362,A,6.29,chembl20,3619,9606,HTR6,2105,N1(C2=C(C=C(C=C2)OC)C(=C1)CCN(C)C)C
GLGRPQPRAVVCRJ-LILDFLRNNA-N,CHEMBL2172187,3362,A,9.17,chembl20,863380,9606,HTR6,2105,N12C(=C(C(=N1)NC)S(C3=CC=CC=C3)(=O)=O)N=C(C=4CN(CCC24)C)C
GLIKXGUKJACLEU-UHFFFAOYNA-N,CHEMBL2260374,3362,A,7.08,chembl20,912079,9606,HTR6,2105,N=1C=CC2=C(C1)C(=CN2S(C3=CC=CC=C3)(=O)=O)CCN(C)C
GLMWOXAKQHRWJX-UHFFFAOYNA-N,CHEMBL368871,3362,A,7.39,chembl20,303258,9606,HTR6,2105,S(NC1=CC=2N(C=CC2C=C1)CCN(C)C)(C3=CC=4C=CC=CC4C=C3)(=O)=O
GNFYOYVYGXMCPQ-UHFFFAOYNA-N,24965678,3362,A,7.9535,pubchem,719157,9606,HTR6,2105,S(=O)(=O)(N1C=2C(=C(CN3CCN(CC3)C)C=CC2)C=C1)C4=CC=C(C(C)C)C=C4
GNHBLPQCXVRFDT-LJQANCHMNA-N,CHEMBL591940,3362,A,7.12,chembl20,610399,9606,HTR6,2105,C1(=CC2=C(N(N=C2C=C1)CC(C)C)S(C3=C4C(=CC=C3)C=CC=C4)(=O)=O)N5CC[C@@H](N)C5
GNKMXLHOOLZFRA-UHFFFAOYNA-N,44403094,3362,A,8.82391,pubchem,254401,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C(=C1)CN(C)C)C=C(OC)C=C2)C3=CC=CC=C3
GNXOBMAGBOWJSB-UHFFFAOYNA-N,CHEMBL478894,3362,A,7.77,chembl20,517120,9606,HTR6,2105,C1(=C(S(NC2=CC3=C(CC(=C3CCN4CCCC4)C)C=C2)(=O)=O)N5C=CSC5=N1)Cl
GOLNRSNUPWOWEJ-UHFFFAOYNA-N,71451455,3362,A,6.83268,pubchem,694796,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)NCC2CCN(CC2)CCOC=3C(SC)=CC=CC3)C=CC1
GPIKYOXOHSCLOQ-UHFFFAOYNA-N,CHEMBL75734,3362,A,8.89,chembl20,3621,9606,HTR6,2105,S(N1C=C(CCN(C)C)C2=C1C=CC(OC)=C2)(C3=CC(OC)=CC=C3OC)(=O)=O
GPNQOWVKLVCLRT-UHFFFAOYNA-N,CHEMBL151295,3362,A,9.1,chembl20,3647,9606,HTR6,2105,S(N1C(CC=2C1=CC=CC2)(C)C)(C=3C=C(N4CCNCC4)C(=CC3)OC)(=O)=O
AGBFTXMXIVAHSB-YRSJWVJMNA-N,11740084,3362,A,6.1549,pubchem,1067106,9606,HTR6,2105,S(=O)(=O)(C1C(N2C(N=C1SC)=CC(=CCC)C=C2)=N)C3=CC=CC=C3
GJMOESWNGQCUNG-UHFFFAOYNA-N,CHEMBL3286581,3362,A,8.05,chembl20,1361507,9606,HTR6,2105,O=S(=O)(N1C2=CC=CC=3N4CCNCC4CC(C32)=C1)C5=CC=CC=C5
GKGCLPKLLFABEQ-UHFFFAOYNA-N,CHEMBL251005,3362,A,7.21,chembl20,458154,9606,HTR6,2105,C1=C(C(=CC(N2CCN(CC2)C)=C1)NCC=3OC=CC3)N(=O)=O
GKINOYVCIYGDGT-UHFFFAOYNA-N,CHEMBL223692,3362,A,5.35,chembl20,424391,9606,HTR6,2105,C12C3=C(C=CC=C3)S(=O)(=O)N4C1C(=CC=C2)C(=C4)CCN(C)C
GKIRPKYJQBWNGO-OCEACIFDNA-N,CHEMBL954,3362,A,6.15,chembl20,774719,9606,HTR6,2105,C(=C(\C1=CC=CC=C1)/Cl)(\C=2C=CC(=CC2)OCCN(CC)CC)/C=3C=CC=CC3
GKOAMSXAUFYTSH-RDJZCZTQNA-N,CHEMBL1949764,3362,A,7.96,chembl20,804628,9606,HTR6,2105,O=S(C1=CC=C2C(O[C@H]3CNCC[C@@H]23)=C1)(C4=CC=CC(=C4)Cl)=O
GKOAMSXAUFYTSH-RDJZCZTQNA-N,CHEMBL1949764,64354,A,7.4,chembl20,804629,10116,HTR6,2105,O=S(C1=CC=C2C(O[C@H]3CNCC[C@@H]23)=C1)(C4=CC=CC(=C4)Cl)=O
GKTQBPYMIGXPKG-JVVVGQRLNA-N,CHEMBL199824,3362,A,6.92,chembl20,329904,9606,HTR6,2105,N1(C(C=NN(C1=O)CCCCN2CCN(CC2)C3=CC=CC4=C3C=C(C=C4)O[11CH3])=O)C
FUZDXWRHGNUUJD-UHFFFAOYNA-N,CHEMBL519513,3362,A,7.87,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(OS(C2=C(C=CC=C2)F)(=O)=O)C=CC1)C3CCNCC3
DQCXQMTXJOELTJ-LPHOPBHVNA-N,CHEMBL319322,3362,A,6.89,chembl20,3664,9606,HTR6,2105,N1(S(C=2C=CC(=CC2)C)(=O)=O)C=C3C[C@H](N)[C@H](C=4C3=C1C=CC4)OC
DLAPGVRRXDLWCO-UHFFFAOYNA-N,CHEMBL368044,3362,A,5.4,chembl20,307853,9606,HTR6,2105,N1(C2=C(C(=O)OC)C=CC=C2C)C=C(CN3CCN(CC3)C4=C(OC)C=CC=C4)C=C1
DLCABXCLMCCNAX-UHFFFAOYNA-N,CHEMBL3260796,3362,A,7.26,chembl20,1351439,9606,HTR6,2105,C1(CC(CN1C=2C=CC=3C(C2)=NC=CC3N4CCNCC4)C5=CC=CC=C5)=O
DLIQQIYDZNPGLQ-UHFFFAOYNA-N,CHEMBL1785074,3362,A,8.53,chembl20,750637,9606,HTR6,2105,C1N(CCN(CC2=CC=C3N(C=C(C3=C2)Cl)S(C4=CC=C(C=C4)F)(=O)=O)C1)C
DLJBWYFUGPKXID-UHFFFAOYNA-N,24783295,3362,A,7.284,pubchem,392759,9606,HTR6,2105,S(=O)(=O)(C1=CC=2N=C(OC2C=C1)N3CCNCC3)C=4C=5C(C=CC4)=CC=CC5
DLLKSSLWSAGJON-MPIMZMORNA-N,CHEMBL1170466,3362,A,6.32,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(SC=C3)C1NCC4=CC=C(C=C4)F)N=NC2S(C5=CC=CC(=C5)Cl)(=O)=O
DMCNNDMJINSLEI-LNNLXFCONA-N,20901273,3362,A,5.97062,pubchem,492092,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)C=2N=NN3C2N=C(NC4=CC(=CC=C4)C(F)(F)F)C=5SC=CC35)C=CC1
DMFLQVNIKROSQX-UHFFFAOYNA-N,CHEMBL250663,3362,A,5.83,chembl20,458154,9606,HTR6,2105,C1=C(C(=CC(=C1)NCCN)NCC2=CC=CC=C2)N(=O)=O
DMQUSAAOCWRTQX-UHFFFAOYNA-N,44413495,3362,A,8.74473,pubchem,268142,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C=C1)C=CC(OC)=C2)C=3C=CC(N)=CC3
DOPDXKJFMWROQC-LILDFLRNNA-N,CHEMBL1172726,3362,A,8.77,chembl20,642500,9606,HTR6,2105,N=1C=2N(C3=C(C1NCC=4SC=CC4)SC=C3)N=NC2S(=O)(=O)C5=CC=CC=C5
DOUQOUQFLYLBDX-UHFFFAOYNA-N,CHEMBL2152929,3362,A,8.0,chembl20,853659,9606,HTR6,2105,O=S(C=1C=C(C(=CC1)OC)N2CCN(CC2)C)(NC=3C=CC=C(C3)COC)=O
DOUUUDLTKJRZKD-UHFFFAOYNA-N,CHEMBL1642412,3362,A,8.47,chembl20,699426,9606,HTR6,2105,C1=C(C=CC(S(N2C=C(N3CCN(CC3)C)C4=C2C=CC=C4)(=O)=O)=C1)C(C)C
DOXXBAGZBNVOKM-UHFFFAOYNA-N,45263173,3362,A,7.20066,pubchem,238738,9606,HTR6,2105,S(=O)(=O)(C=1C=2C(C=CC1)=CC=CC2)C=3C=CC(NO)=CC3
DNOJEKLHKJAPCC-UHFFFAOYNA-N,CHEMBL126374,3362,A,7.92,chembl20,3611,9606,HTR6,2105,N1(S(=O)(=O)C2=CC=CC=C2)C(=C(CCN(C)C)C3=C1C=CC(OC)=C3)C
DNSDKZXHZNZLGF-UHFFFAOYNA-N,CHEMBL482100,3362,A,6.49,chembl20,488054,9606,HTR6,2105,C1=CC=C2N(S(C3=CC=CC(=C3)OC)(=O)=O)C4=C(C2=C1)CCN(CC4)C5CCCC5
DOBUOBAPPQDHPY-UHFFFAOYNA-N,CHEMBL3286591,3362,A,7.62,chembl20,1361507,9606,HTR6,2105,O=S(=O)(N1C2=CC=CC=3N4CCNCC4CC(C32)=C1)C5=CC=CC(=C5)OC
DOJKPUAGTKRXCL-UHFFFAOYNA-N,CHEMBL392899,3362,A,8.62,chembl20,659849,9606,HTR6,2105,C=1C=CC=2C(=CN(C3CNCCC3)C2N1)S(=O)(=O)C4=CC=CC(=C4)F
DHMRDBMKJIHQOM-UHFFFAOYNA-N,CHEMBL317535,3362,A,7.7,chembl20,3664,9606,HTR6,2105,C1(=C(C=2C=CC=CC2N1)CCN(C)C)C(=O)OCC
DHOSIGDZIVIXKR-GPQMBLKYNA-N,CHEMBL1922626,3362,A,8.74,chembl20,789778,9606,HTR6,2105,S(C=1C=CC=CC1)(=O)(=O)C=2C(=NN3C(=CC(=NC32)C)CN(C)C)NC
DHTWZYKYIXSKDM-UHFFFAOYNA-N,44405348,3362,A,8.1549,pubchem,257445,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C=C1)C=CC(NC)=C2)C=3C=CC(N)=CC3
DHVQXVCVGLLKKC-UHFFFAOYNA-N,71453360,3362,A,7.1343,pubchem,700330,9606,HTR6,2105,S(=O)(=O)(N1C2=C(CC(N)CC2)C=3C1=CC=CC3)C=4C=C(C=CC4)C(F)(F)F
DDBMUIPBESGQDO-UHFFFAOYNA-N,CHEMBL365040,3362,A,8.64,chembl20,302518,9606,HTR6,2105,N1(S(=O)(=O)C2=CC=CC=C2)C(=C(CCN(C)C)C3=C1C=CC(OC)=C3)CCC
FWFLTFAOXVWWON-HNNXBMFYNA-N,CHEMBL1085658,3362,A,10.0,chembl20,635521,9606,HTR6,2105,C1C(CN1C[C@H]2C=3C=CC(=CC3CCC2)S(C4=CC(=CC=C4)F)(=O)=O)O
FWGIYGKLYGIQNP-UHFFFAOYNA-N,CHEMBL1173432,3362,A,6.24,chembl20,642499,9606,HTR6,2105,N=1C=2N(C=3C=CSC3C1N(CCN(C)C)C)N=NC2S(C4=CC=CC(=C4)Cl)(=O)=O
FWQCGPILYJASKS-QWOVJGMINA-N,CHEMBL1172403,3362,A,6.54,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(SC=C3)C1NCC4=C(C=CC=C4)OC)N=NC2S(C5=CC=CC=C5)(=O)=O
FWRCIZRDCWWLEA-UHFFFAOYNA-N,25024725,3362,A,8.50169,pubchem,600486,9606,HTR6,2105,S(=O)(=O)(N1C2=C(C=C(CN3CCN(CC3)C)C=C2)C=C1)C=4C=C(C=CC4)C(F)(F)F
FYOVZCDHYOEKDE-LQFNOIFHNA-N,10430623,3362,A,8.95861,pubchem,537071,9606,HTR6,2105,S(=O)(=O)(C=1NN=C2C1C=C(N3CCNCC3)C=C2)C=4C=5C(C=CC4)=CC=CC5
FYOVZCDHYOEKDE-MPIMZMORNA-N,CHEMBL1277105,3362,A,8.96,chembl20,684952,9606,HTR6,2105,O=S(C1=NNC2=C1C=C(C=C2)N3CCNCC3)(=O)C4=C5C(=CC=C4)C=CC=C5
FYTBHBJWQAFBSW-UHFFFAOYNA-N,CHEMBL154089,3362,A,9.1,chembl20,3647,9606,HTR6,2105,S(NC=1C=C(I)C=CC1C)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
FYWUYEAPDIKEAN-UHFFFAOYNA-N,CHEMBL393107,3362,A,8.47,chembl20,659849,9606,HTR6,2105,C=1C=CC=2C(=CN(C3CN(CCC3)C(C)C)C2N1)S(C4=CC=CC(=C4)F)(=O)=O
FXHPFKQLFZFAMD-UHFFFAOYNA-N,46880757,3362,A,8.22185,pubchem,465713,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCN(C2)C)C=3C1=CC=CC3)C=4C=5C(C=CC4)=CC=CC5
FXJNMAADTCUZOE-UHFFFAOYNA-N,CHEMBL181066,3362,A,9.4,chembl20,312778,9606,HTR6,2105,S(N1C=C(C2=CCNCC2)C3=C1C=CC(OC)=C3)(C4=CC=C(C=C4)N)(=O)=O
FXMWQDGGFFKGFH-UHFFFAOYNA-N,CHEMBL3113554,3362,A,8.89,chembl20,1290697,9606,HTR6,2105,S(=O)(=O)(C1=C(N=C2N(C1=N)C=C(C=C2)C)SC)C3=CC=CC=C3
FXRVFWSHJLRWDO-YLPHVLNMNA-N,CHEMBL1403281,3362,A,8.12,chembl20,774719,9606,HTR6,2105,O1[C@]2(O)N(C(=O)[C@@]1(NC(=O)[C@@H]3CC4=C5C=6C(C=C4N(C3)C)=CNC6CC=C5)C(C)C)[C@H](C(=O)N7[C@H]2CCC7)CC(C)C
FXYAFKGOGVUHNE-QKAFZDFVNA-N,CHEMBL574625,3362,A,8.39,chembl20,589212,9606,HTR6,2105,C1(=CC=C2CC/C(/C2=C1)=N\N=C(N)N)N(S(C3=C(N=C4N3C=CS4)Cl)(=O)=O)C
GBWJFJQNRDZCRT-PWIKPTQSNA-N,CHEMBL2407553,3362,A,6.51,chembl20,973872,9606,HTR6,2105,C1(CN2CCC3=C(C2=O)NN=C3NS(C4=CC=CC=5C4=CC=CC5)(=O)=O)CCNCC1
GATQWJLXNBMEEE-UHFFFAOYNA-N,CHEMBL483559,3362,A,7.94,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(OCC2=C(C=CC=C2)F)C=CC1)N3CCNCC3
GAYQDWLUBHUGLY-UHFFFAOYNA-N,CHEMBL197845,3362,A,8.1,chembl20,320876,9606,HTR6,2105,S(N1C=C(C2=CCCNC2)C=3C1=CC=CC3)(CN4C(=CC(=N4)C)Cl)(=O)=O
GBBVOKIZLSFESL-UHFFFAOYNA-N,CHEMBL1242615,3362,A,8.77,chembl20,659849,9606,HTR6,2105,S1C2=NC(=C(N2C=C1)S(C3=CN(C4=C3C=CC=N4)C5CN(CCC5)C(C)C)(=O)=O)Cl
GBFUWADFIBAMRC-UHFFFAOYNA-N,16223065,3362,A,8.57187,pubchem,700330,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)N2C3=C(CC(N(C)C)CC3)C4=C2C=CC(SC)=C4)C=CC1
GBFYDRUIMVRLQL-UHFFFAOYNA-N,CHEMBL370935,3362,A,6.57,chembl20,320876,9606,HTR6,2105,N1(S(C2=CC=C(C=C2)C)(=O)=O)C3=C(CCNC3)C=4C1=CC=CC4
FZNQPDUVUCXVBY-UHFFFAOYNA-N,10091305,3362,A,7.24413,pubchem,1067106,9606,HTR6,2105,S(=O)(=O)(C=1C(N2C(=NC1SC)C3=NC=CC=C3C=C2)=N)C4=CC=CC=C4
GACDVHSHGYKQKO-UHFFFAOYNA-N,CHEMBL127089,3362,A,7.48,chembl20,3611,9606,HTR6,2105,N1(S(=O)(=O)C2=CC=CC=C2)C=C(CCN(C)C)C3=C1C=CC(C#N)=C3
FJBVNHBVNXHVJN-VLGSPTGONA-N,10090742,3362,A,7.08092,pubchem,1067106,9606,HTR6,2105,S(=O)(=O)(C=1/C(/N2C(=NC1SC)C=CC=C2)=N/C(=O)C)C3=CC=CC=C3
FJCCVABUDLXYAB-UHFFFAOYNA-N,44403090,3362,A,7.64397,pubchem,254401,9606,HTR6,2105,ClC=1SC(S(=O)(=O)N2C=3C(C(C=4CNCCC4)=C2)=CC=CC3)=CC1
FJDBTILNQCEBQX-UHFFFAOYNA-N,16222651,3362,A,8.12494,pubchem,700330,9606,HTR6,2105,BrC1=CC=2C=3CC(N(C)C)CCC3N(S(=O)(=O)C4=CC=C(C=C4)C(C)C)C2C=C1
GALCAARNDAQXPY-UHFFFAOYNA-N,44155107,3362,A,9.26043,pubchem,475309,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1SC)C=3CCCCC3C=N2)C4=CC=CC=C4
GALCSZPFCCZIBC-CSKMVECVNA-N,CHEMBL116463,3362,A,6.37,chembl20,3607,9606,HTR6,2105,C(NC1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)(=O)OCCC4=CC=C(C#N)C=C4
FTYFZKOXBSFMGS-UHFFFAOYNA-N,44435616,3362,A,8.85387,pubchem,300690,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCN(C2)C)C3=NC=CC=C31)C=4C=C(F)C=CC4
DLUVDXIJUNWRKV-MPIMZMORNA-N,CHEMBL1170897,3362,A,6.07,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(C1NC=4C=CC=C(C4)OC)SC=C3)N=NC2S(C5=CC=C(C(=C5)C)C)(=O)=O
DGKBNNFRQOPONG-MPIMZMORNA-N,CHEMBL1169725,3362,A,5.66,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(C1NCC4=CC(=CC=C4)OC)SC=C3)N=NC2S(C5=CC=C(C=C5)C)(=O)=O
DKNQSBIPPCOEBW-UHFFFAOYNA-N,CHEMBL1917346,3362,A,6.23,chembl20,786347,9606,HTR6,2105,O=S(NCCCCN1CC2=C(CC1)C=CC=C2)(=O)C=3C=NC=4C(=CC=CC4)C3
DQHYACPHPIYGQQ-UHFFFAOYNA-N,11270546,3362,A,6.78015,pubchem,239164,9606,HTR6,2105,S(=O)(=O)(N1CCC(N2C=3C(COC2=O)=CC=CC3C)CC1)C4=C5N=CC=CC5=CC=C4
DSLNKKPMYSKZHS-ZDUSSCGKNA-N,46890263,3362,A,7.50004,pubchem,484646,9606,HTR6,2105,S(=O)(=O)(C1=CC2=C([C@@H](CCC2)CNS(=O)(=O)C(F)(F)F)C=C1)C=3C=C(F)C=CC3
JYALINAZNWGRCN-UHFFFAOYNA-N,CHEMBL2165530,3362,A,7.81,chembl20,861074,9606,HTR6,2105,O=S(=O)(N1C2=CC=CC=C2C3=C1CCC(C3)N(C)C)C4=CC=C(C=C4)Br
JYBCSMXGFAKENQ-LILDFLRNNA-N,CHEMBL1083076,3362,A,9.31,chembl20,633199,9606,HTR6,2105,N1=C(C2=C(N3N=C(C(=C13)S(C=4C=CC=CC4)(=O)=O)NC)CCCC2)C
KGAAVMQKNCVQOT-UHFFFAOYNA-N,CHEMBL1922641,3362,A,8.57,chembl20,975659,9606,HTR6,2105,O=S(C1=C(C=C(N2CCNCC2)C=C1)NCC)(C3=CC=CC=C3)=O
KGACXFRDNFTJOU-UHFFFAOYNA-N,CHEMBL402923,3362,A,6.03,chembl20,458154,9606,HTR6,2105,C=1C=C(C=C(NCC2=CC=CC=C2)C1OCC3=CC=CC=C3)N4CCN(CC4)C
KMOMTWGPDMMDNW-UHFFFAOYNA-N,CHEMBL2159455,3362,A,6.39,chembl20,855540,9606,HTR6,2105,O=S(=O)(NCC1CCN(CC1)CCOC=2C=CC=CC2C3=CC=CC=C3)C=4SC(=CC4)Cl
KDXYOBVEKNURNB-UHFFFAOYNA-N,CHEMBL364248,3362,A,5.6,chembl20,303713,9606,HTR6,2105,C1(=CNC=2C1=CC=CC2)CC3=CC=C(C=C3)N
JWBOIMRXGHLCPP-UHFFFAOYNA-N,CHEMBL1670,3362,A,6.19,chembl20,774719,9606,HTR6,2105,C(C1=C(Cl)C=CC=C1)(C(Cl)Cl)C=2C=CC(=CC2)Cl
KKMPJDLWMADGPJ-CSFZDPRLNA-N,CHEMBL2058704,3362,A,6.07,chembl20,989089,9606,HTR6,2105,C/1(\NC(C(=N1)CC2=CNC=3C=CC(=CC23)Br)=O)=N\C
KKOAHOJCVVPWLC-UHFFFAOYNA-N,68281136,3362,A,6.85387,pubchem,1152666,9606,HTR6,2105,S(=O)(=O)(NCCCN1CCN(CC1)C2=NSC3=C2C=CC=C3)C=4SC=CC4
KJMQPPAFKBQJJF-UFBSZLCFNA-N,CHEMBL97819,3362,A,6.0,chembl20,3664,9606,HTR6,2105,S(NC1=NC(N)=NC(=C1)NC)(C2=CC=C(C=C2)N)(=O)=O
JDWKQLXSXWWWGH-UHFFFAOYNA-N,44403063,3362,A,7.66354,pubchem,254401,9606,HTR6,2105,S(=O)(=O)(N1C=2C(C(C=3CNCCC3)=C1)=CC=CC2)C=4C(=CC=CC4)C(F)(F)F
JBTZGFWQBCOTJY-UHFFFAOYNA-N,CHEMBL478895,3362,A,7.51,chembl20,517120,9606,HTR6,2105,C1(=C(S(NC2=CC3=C(CC=C3CCN4CCCCC4)C=C2)(=O)=O)N5C=CSC5=N1)Cl
